Shape Carat Cut Color Clarity Polish Symmetry "Lab Certification" Price
Round 0.22 Excellent D VVS1 Excellent Excellent GIA $550
Round 0.22 Excellent D VVS2 Excellent Excellent GIA $550
Round 0.22 Excellent E VVS1 Excellent Excellent GIA $550
Round 0.22 Excellent D VVS2 Excellent Excellent GIA $550
Round 0.22 Excellent D VVS2 Excellent Excellent GIA $550
Round 0.22 Excellent E VVS1 Excellent Excellent GIA $550
Round 0.22 Excellent D VVS1 Excellent Excellent GIA $550
Round 0.22 Excellent D VVS2 Excellent Excellent GIA $550
Round 0.22 Excellent E VVS1 Excellent Excellent GIA $550
Round 0.22 Excellent E VVS2 Excellent Excellent GIA $550
Round 0.50 Excellent L I1 Excellent Excellent GIA $550
Round 0.32 Excellent F SI1 Excellent Excellent GIA $550
Round 0.39 Excellent J VS2 Excellent "Very Good" GIA $550
Round 0.32 Excellent F SI1 Excellent Excellent GIA $550
Round 0.34 Excellent F VS2 "Very Good" Excellent GIA $550
Round 0.30 Excellent J IF "Very Good" Excellent GIA $550
Marquise 0.38 "Very Good" E SI1 Good Good GIA $550
Marquise 0.31 "Very Good" D VVS1 Good Good GIA $550
Round 0.31 Excellent E VVS2 Excellent "Very Good" GIA $550
Round 0.40 Good H SI2 "Very Good" Good AGS $550
Round 0.50 Fair I I1 "Very Good" Good GIA $550
Round 0.22 Excellent E FL Excellent Excellent GIA $550
Round 0.22 Excellent D IF Excellent Excellent GIA $550
Round 0.23 Excellent E VVS1 Excellent Excellent GIA $550
Round 0.35 "Very Good" F VS2 Excellent "Very Good" GIA $550
Round 0.36 Excellent F VS2 Excellent Excellent GIA $550
Round 0.30 Excellent D SI1 Excellent Excellent GIA $550
Round 0.34 Excellent E VS2 Excellent Excellent GIA $550
Round 0.33 Excellent F VS1 Excellent Excellent GIA $550
Round 0.35 Excellent G VS2 Excellent Excellent GIA $550
Round 0.43 Excellent D I1 "Very Good" Excellent GIA $550
Pear 0.40 Excellent F SI1 Excellent "Very Good" GIA $550
Marquise 0.52 "Very Good" H I1 "Very Good" Good GIA $550
Round 0.31 "Very Good" F VS2 "Very Good" "Very Good" GIA $550
Round 0.26 Excellent E IF Excellent Excellent GIA $550
Round 0.40 Excellent F SI2 Excellent Excellent GIA $550
Round 0.26 Excellent D VVS1 Excellent Excellent GIA $550
Round 0.26 Excellent D VVS1 Excellent Excellent GIA $550
Round 0.26 Excellent F VVS2 Excellent Excellent GIA $550
Round 0.26 Excellent F VVS2 Excellent Excellent GIA $550
Round 0.26 Excellent D VVS1 Excellent Excellent GIA $550
Round 0.26 Excellent F VVS2 Excellent Excellent GIA $550
Round 0.26 Excellent D VVS1 Excellent Excellent GIA $550
Round 0.34 Excellent G VS1 Excellent Excellent GIA $550
Round 0.35 "Very Good" G VS2 Excellent "Very Good" GIA $550
Marquise 0.66 Fair H I1 "Very Good" Good GIA $550
Round 0.28 Excellent D VS1 Excellent Excellent GIA $550
Pear 0.30 Excellent E VVS1 "Very Good" "Very Good" GIA $550
Round 0.30 "Very Good" F VVS2 Excellent Excellent GIA $550
Round 0.31 Excellent H IF Excellent Excellent GIA $550
Round 0.35 "Very Good" D VS2 "Very Good" "Very Good" GIA $550
Round 0.37 Excellent F VS2 Excellent Excellent GIA $550
Oval 0.51 Excellent F I1 Excellent Good GIA $550
Round 0.31 Excellent E VS1 Excellent Excellent GIA $550
Round 0.31 Excellent G VS1 Excellent Excellent GIA $550
Round 0.40 "Very Good" K VVS1 "Very Good" "Very Good" GIA $550
Round 0.32 Excellent G VVS2 Excellent Excellent GIA $550
Round 0.32 Excellent E VS1 Excellent Excellent GIA $550
Round 0.35 Excellent H VS2 Excellent Excellent GIA $550
Round 0.35 Excellent H VS2 Excellent Excellent GIA $550
Round 0.35 Excellent I VS1 Excellent Excellent GIA $550
Round 0.25 Excellent E IF Excellent Excellent GIA $550
Round 0.31 Excellent G SI1 Excellent Excellent GIA $550
Round 0.31 Excellent G SI1 Excellent Excellent GIA $550
Round 0.31 Excellent I IF Excellent Excellent GIA $550
Round 0.30 "Very Good" E SI1 Excellent "Very Good" GIA $550
Round 0.34 Excellent F VS2 Excellent Excellent GIA $551
Round 0.32 Excellent F SI1 Excellent Excellent GIA $551
Round 0.34 Excellent F VS2 Excellent Excellent GIA $551
Round 0.34 Excellent F SI2 Excellent Excellent GIA $551
Round 0.35 Excellent E SI1 Excellent Excellent GIA $551
Pear 0.54 "Very Good" K SI2 Good Good GIA $551
Round 0.45 Good K VS1 Excellent "Very Good" GIA $551
Marquise 0.39 Good I VS1 "Very Good" Good GIA $551
Marquise 0.36 Good D SI1 Good Good GIA $551
Princess 0.30 Excellent D VVS2 Excellent Good GIA $551
Round 0.34 Excellent F VS2 Excellent Excellent GIA $551
Round 0.30 Excellent E VVS1 Excellent "Very Good" GIA $551
Round 0.31 Excellent D VS2 Excellent Excellent GIA $551
Round 0.31 Excellent G VVS1 Excellent Excellent GIA $551
Round 0.35 Excellent G VS2 "Very Good" Excellent GIA $551
Round 0.27 Excellent E VVS1 Excellent Excellent GIA $551
Round 0.27 Excellent E VVS1 Excellent Excellent GIA $551
Round 0.27 Excellent E IF Excellent Excellent GIA $551
Round 0.30 Good H VS2 "Very Good" "Very Good" GIA $551
Round 0.30 "Very Good" H VS2 "Very Good" Good GIA $551
Round 0.30 "Very Good" I VS1 "Very Good" Good GIA $551
Round 0.30 Good H VS2 "Very Good" "Very Good" GIA $551
Round 0.36 Excellent I SI2 Excellent Excellent GIA $551
Round 0.36 Excellent J SI1 "Very Good" Excellent GIA $551
Round 0.30 Good H VS2 Excellent "Very Good" GIA $551
Round 0.30 "Very Good" I VS1 Excellent "Very Good" GIA $551
Round 0.30 "Very Good" I VS2 Excellent "Very Good" GIA $551
Round 0.41 Excellent K VVS1 Excellent Excellent GIA $551
Round 0.37 Excellent G SI1 Excellent Excellent GIA $551
Round 0.40 Excellent F I1 Excellent Excellent GIA $551
Cushion 0.52 Excellent H VS2 Excellent "Very Good" GIA $551
Round 0.34 Excellent F VS2 Excellent Excellent GIA $551
Round 0.32 Excellent G IF Excellent Excellent GIA $551
Heart 0.31 "Very Good" F VVS1 Excellent Good GIA $551
Round 0.35 Excellent G VS2 Excellent Excellent GIA $551
Round 0.35 Excellent G VS2 Excellent Excellent GIA $551
Round 0.27 Excellent E IF Excellent Excellent GIA $551
Round 0.31 "Very Good" I VVS1 "Very Good" Excellent GIA $551
Round 0.51 Good M VS2 "Very Good" Good GIA $551
Round 0.33 Excellent H VS2 Excellent Excellent GIA $551
Round 0.37 Excellent E SI1 Excellent Excellent GIA $551
Round 0.30 Excellent G VVS2 Excellent Excellent GIA $551
Round 0.33 Excellent G VS2 Excellent Excellent GIA $551
Round 0.40 Excellent J VS2 Excellent Excellent GIA $551
Round 0.40 Excellent H SI2 Excellent Excellent GIA $551
Round 0.40 Excellent J VS2 Excellent Excellent GIA $551
Round 0.36 Excellent G VS2 Excellent Excellent GIA $551
Round 0.43 Excellent G SI2 Excellent Excellent GIA $551
Round 0.36 Excellent E SI1 Excellent Excellent GIA $551
Round 0.24 Excellent D VVS2 Excellent Excellent GIA $551
Round 0.40 "Very Good" I SI2 Excellent Excellent GIA $551
Round 0.40 Excellent I SI2 Excellent Excellent GIA $551
Round 0.40 Excellent J VS2 Excellent Excellent GIA $551
Round 0.40 Excellent J VS2 Excellent Excellent GIA $551
Round 0.34 Excellent D SI1 Excellent Excellent GIA $551
Round 0.35 Excellent F VS2 Excellent Excellent GIA $551
Round 0.34 Excellent F VS2 Excellent Excellent GIA $551
Round 0.34 Excellent F VS2 Excellent Excellent GIA $551
Round 0.34 Excellent F VS2 Excellent Excellent GIA $551
Round 0.34 Excellent F VS2 Excellent Excellent GIA $551
Round 0.34 Excellent F VS2 Excellent Excellent GIA $551
Round 0.29 "Very Good" F VVS2 "Very Good" Good GIA $551
Round 0.40 Excellent G SI2 Excellent Excellent GIA $551
Round 0.33 Excellent D SI1 "Very Good" Excellent GIA $551
Round 0.27 Excellent G IF Excellent Excellent GIA $551
Round 0.40 "Very Good" J VS2 "Very Good" "Very Good" GIA $551
Round 0.40 "Very Good" J VS1 Excellent "Very Good" GIA $551
Round 0.34 Excellent G VS1 Excellent Excellent GIA $551
Round 0.35 Excellent H VS2 Excellent Excellent GIA $551
Round 0.31 Excellent I VS2 Excellent Excellent GIA $551
Round 0.31 Excellent I VS2 Excellent Excellent GIA $551
Princess 0.35 Excellent F VVS1 "Very Good" Good GIA $551
Round 0.30 Excellent H VS2 Excellent "Very Good" GIA $551
Round 0.34 Excellent G VS2 Excellent Excellent GIA $551
Round 0.35 Excellent E VS2 Excellent "Very Good" GIA $551
Marquise 0.46 Excellent K VS1 "Very Good" "Very Good" GIA $551
Marquise 0.46 Excellent D I1 Excellent "Very Good" GIA $551
Round 0.31 Excellent D VVS2 "Very Good" Excellent GIA $551
Round 0.31 Excellent D VVS2 Excellent "Very Good" GIA $551
Round 0.30 Good D VVS1 Excellent Good GIA $551
Round 0.30 Excellent G VS1 Excellent Excellent GIA $551
Round 0.34 Excellent H VVS2 Excellent Excellent GIA $551
Round 0.34 Excellent D SI1 Excellent Excellent GIA $551
Round 0.34 Excellent D SI1 Excellent Excellent GIA $551
Round 0.29 Excellent G IF Excellent Excellent GIA $551
Round 0.43 Good K VS1 Excellent Excellent GIA $551
Round 0.40 "Very Good" I SI2 Excellent "Very Good" GIA $551
Princess 0.31 Excellent D VVS2 Excellent "Very Good" GIA $551
Princess 0.31 "Very Good" E VVS1 Excellent "Very Good" GIA $551
Round 0.34 Excellent J VVS2 Excellent Excellent GIA $551
Round 0.32 Excellent G VVS2 Excellent Excellent GIA $552
Round 0.29 "Very Good" F VVS2 "Very Good" "Very Good" GIA $552
Emerald 0.38 "Very Good" E VVS1 "Very Good" "Very Good" GIA $552
Round 0.27 Excellent D VS1 Excellent Excellent GIA $552
Round 0.30 Excellent H VVS2 Excellent Excellent GIA $552
Round 0.33 Excellent H VVS2 Excellent "Very Good" GIA $552
Round 0.50 Excellent H I1 "Very Good" "Very Good" GIA $552
Round 0.32 Excellent F VS1 Excellent Excellent GIA $552
Oval 0.39 "Very Good" D VS2 Excellent Excellent GIA $552
Marquise 0.50 "Very Good" K VS1 Excellent "Very Good" GIA $552
Emerald 0.35 "Very Good" D VS2 Excellent Excellent GIA $552
Round 0.34 Good F VS1 "Very Good" Fair GIA $552
Round 0.33 "Very Good" H IF Excellent Excellent GIA $552
Round 0.30 Excellent G VVS1 Excellent Excellent GIA $552
Round 0.30 Excellent E VS1 Excellent Excellent GIA $552
Round 0.34 Excellent G VVS2 Excellent Excellent GIA $552
Pear 0.29 Excellent E VVS1 "Very Good" "Very Good" GIA $552
Round 0.30 Excellent D VS1 Excellent "Very Good" GIA $552
Round 0.33 Excellent G VS1 Excellent Excellent GIA $552
Round 0.28 Excellent F VVS1 Excellent Excellent GIA $552
Round 0.28 Excellent F VVS1 Excellent Excellent GIA $552
Round 0.28 Excellent F VVS1 Excellent Excellent GIA $552
Round 0.28 Excellent F VVS1 Excellent Excellent GIA $552
Round 0.25 Excellent H VVS1 Excellent Excellent GIA $552
Round 0.26 Excellent D VVS2 Excellent Excellent GIA $552
Round 0.26 Excellent D VVS2 Excellent Excellent GIA $552
Round 0.26 Excellent F VVS2 Excellent Excellent GIA $552
Round 0.40 "Very Good" K VS1 Excellent Excellent GIA $552
Round 0.40 "Very Good" E I1 Excellent "Very Good" GIA $552
Princess 0.40 Excellent G SI1 "Very Good" Good GIA $552
Round 0.45 Excellent G I1 Excellent Excellent GIA $552
Round 0.33 Excellent H VVS1 Excellent Excellent GIA $552
Round 0.34 Excellent F VS2 Excellent Excellent GIA $552
Round 0.32 Excellent E VVS2 Excellent Excellent GIA $552
Round 0.35 "Very Good" F VS2 "Very Good" "Very Good" GIA $552
Round 0.35 "Very Good" F VS2 "Very Good" "Very Good" GIA $552
Round 0.30 Excellent E VS1 Excellent Excellent GIA $552
Round 0.40 "Very Good" K VVS1 "Very Good" "Very Good" GIA $552
Round 0.40 "Very Good" J VS1 "Very Good" Good GIA $552
Round 0.35 Excellent H VS2 Excellent Excellent GIA $552
Round 0.35 Excellent H VS2 Excellent Excellent GIA $552
Round 0.40 "Very Good" G SI2 Excellent "Very Good" GIA $552
Round 0.36 Excellent H VVS2 Excellent Excellent GIA $552
Round 0.40 "Very Good" K VVS1 Excellent "Very Good" GIA $552
Round 0.32 Excellent H VS1 Excellent Excellent GIA $552
Round 0.23 Excellent D VVS1 Excellent "Very Good" GIA $552
Round 0.23 Excellent D VVS1 Excellent "Very Good" GIA $552
Round 0.23 Excellent E IF Excellent "Very Good" GIA $552
Round 0.23 Excellent E VVS2 Excellent "Very Good" GIA $552
Round 0.23 Excellent E VVS1 Excellent "Very Good" GIA $552
Round 0.23 Excellent E VVS1 Excellent "Very Good" GIA $552
Round 0.23 Excellent E VVS2 Excellent Excellent GIA $552
Round 0.23 Excellent F VVS2 Excellent "Very Good" GIA $552
Round 0.23 Excellent F VVS1 Excellent "Very Good" GIA $552
Round 0.31 Good D VS1 Excellent "Very Good" GIA $552
Round 0.32 "Very Good" D VS1 Excellent Excellent GIA $552
Round 0.30 "Very Good" D VVS2 Excellent Excellent GIA $552
Round 0.32 "Very Good" G VVS2 "Very Good" Excellent GIA $552
Pear 0.37 Excellent H IF Excellent "Very Good" GIA $552
Round 0.30 "Very Good" D VVS2 Excellent "Very Good" GIA $552
Round 0.30 "Very Good" D VVS2 Excellent "Very Good" GIA $552
Round 0.34 Excellent D SI1 Excellent Excellent GIA $552
Round 0.34 Excellent I VVS1 Excellent Excellent GIA $552
Round 0.34 Excellent D SI1 Excellent Excellent GIA $552
Round 0.25 Excellent E VVS1 Excellent Excellent GIA $552
Pear 0.32 Excellent F IF Excellent Excellent GIA $552
Round 0.40 "Very Good" I SI1 "Very Good" "Very Good" GIA $552
Round 0.33 Excellent F SI1 "Very Good" Excellent GIA $552
Round 0.70 Good M VS2 Excellent "Very Good" GIA $552
Round 0.21 Excellent F IF Excellent Excellent GIA $552
Round 0.30 Excellent E VS1 Excellent Excellent GIA $552
Round 0.21 Excellent F IF Excellent Excellent GIA $552
Round 0.30 Excellent F VVS2 Excellent Excellent GIA $552
Round 0.21 Excellent E VVS1 Excellent Excellent GIA $552
Round 0.30 Good D SI1 Good Fair GIA $552
Round 0.21 Excellent E VVS1 Excellent Excellent GIA $552
Round 0.52 "Very Good" M SI1 Excellent Excellent GIA $552
Round 0.21 Excellent E VVS1 Excellent Excellent GIA $552
Round 0.30 Excellent F VVS2 Excellent Excellent GIA $552
Round 0.30 Excellent F VVS2 Excellent Excellent GIA $552
Round 0.21 Excellent E VVS1 Excellent Excellent GIA $552
Round 0.21 Excellent E VVS1 Excellent Excellent GIA $552
Round 0.21 Excellent E VVS1 Excellent Excellent GIA $552
Round 0.35 Excellent E VS2 Excellent "Very Good" GIA $552
Round 0.27 Excellent E VS2 Excellent Excellent GIA $552
Oval 0.36 "Very Good" F VVS2 "Very Good" "Very Good" GIA $552
Heart 0.31 "Very Good" F VS2 "Very Good" Good GIA $552
Round 0.25 Excellent E VVS1 Excellent Excellent GIA $552
Round 0.25 Excellent E VVS1 Excellent Excellent GIA $552
Round 0.25 Excellent D VVS1 "Very Good" Excellent GIA $552
Round 0.25 Excellent D VVS1 Excellent Excellent GIA $552
Cushion 0.50 Excellent H VS1 Excellent Good GIA $552
Round 0.33 Excellent J VS1 Excellent Excellent GIA $552
Round 0.35 Excellent E VS2 Excellent Excellent GIA $552
Round 0.34 Excellent F VS1 Excellent Excellent GIA $552
Round 0.30 Excellent G SI1 Excellent "Very Good" GIA $552
Round 0.23 Excellent D VVS1 Excellent Excellent GIA $552
Round 0.30 Excellent F IF Excellent Excellent GIA $553
Round 0.30 "Very Good" I VVS2 Excellent Excellent GIA $553
Round 0.30 "Very Good" G VS2 Excellent "Very Good" GIA $553
Round 0.30 Excellent G VS2 Excellent Excellent GIA $553
Pear 0.44 Good F SI1 Good Fair GIA $553
Round 0.24 "Very Good" E IF Excellent Excellent GIA $553
Round 0.24 Excellent F IF Excellent "Very Good" GIA $553
Round 0.40 Good F SI1 "Very Good" "Very Good" GIA $553
Oval 0.40 Excellent I VVS1 "Very Good" "Very Good" GIA $553
Princess 0.44 Excellent D SI2 Excellent "Very Good" GIA $553
Round 0.40 Excellent K VVS2 Excellent Excellent GIA $553
Round 0.36 Excellent J VVS1 Excellent Excellent GIA $553
Round 0.32 Excellent F VVS2 Excellent Excellent GIA $553
Round 0.24 "Very Good" D VVS2 Excellent "Very Good" GIA $553
Round 0.34 Excellent H VVS2 Excellent Excellent GIA $553
Round 0.40 "Very Good" E SI2 "Very Good" Good GIA $553
Round 0.24 Excellent F IF Excellent Excellent GIA $553
Round 0.32 Excellent E VS1 Excellent Excellent GIA $553
Round 0.30 Excellent H VS2 Excellent Excellent GIA $553
Round 0.37 Excellent D SI2 Excellent Excellent GIA $553
Round 0.31 Excellent F VS1 Excellent Excellent GIA $553
Round 0.32 Excellent F VS1 Excellent Excellent GIA $553
Round 0.42 Excellent D SI2 Excellent Excellent GIA $553
Round 0.37 Excellent E VS2 "Very Good" Excellent GIA $553
Round 0.35 Excellent F VS2 Excellent "Very Good" GIA $553
Round 0.35 Excellent H VVS2 Excellent Excellent GIA $553
Round 0.35 Excellent F VS2 Excellent Excellent GIA $553
Round 0.35 Excellent G VS2 Excellent Excellent GIA $553
Round 0.35 Excellent G VS2 Excellent Excellent GIA $553
Round 0.30 Good H VVS1 Excellent "Very Good" GIA $553
Round 0.32 Excellent D VS1 "Very Good" Excellent GIA $553
Round 0.35 Excellent D SI1 Excellent Excellent GIA $553
Round 0.37 Excellent J SI1 Excellent Excellent GIA $553
Round 0.37 Excellent E SI1 Excellent Excellent GIA $553
Round 0.35 Excellent E SI1 Excellent Excellent GIA $553
Pear 0.41 Good G VS2 "Very Good" Good GIA $553
Round 0.23 Excellent E IF Excellent "Very Good" GIA $553
Round 0.32 Excellent H VVS2 Excellent Excellent GIA $553
Round 0.38 Excellent K VS1 Excellent Excellent GIA $553
Round 0.30 "Very Good" F VS1 "Very Good" Good GIA $553
Round 0.30 "Very Good" E VS2 Excellent "Very Good" GIA $553
Round 0.27 Excellent E VVS2 Excellent Excellent GIA $553
Round 0.27 Excellent F VVS2 Excellent Excellent GIA $553
Round 0.27 Excellent F VVS2 Excellent Excellent GIA $553
Round 0.32 Excellent G IF Excellent Excellent GIA $553
Round 0.30 Excellent D VVS2 "Very Good" Excellent GIA $553
Round 0.35 Excellent E VS2 Excellent "Very Good" GIA $553
Round 0.32 Excellent E SI1 Excellent Excellent GIA $553
Round 0.31 Excellent D VVS1 Excellent Excellent GIA $553
Round 0.44 Excellent F SI2 "Very Good" Excellent GIA $553
Round 0.26 Excellent D VVS1 Excellent Excellent GIA $553
Round 0.35 "Very Good" F VVS2 Excellent Excellent GIA $553
Marquise 0.35 "Very Good" D VS2 Excellent "Very Good" GIA $553
Round 0.51 "Very Good" L VS2 Excellent "Very Good" GIA $553
Round 0.26 Excellent D VVS2 "Very Good" Excellent GIA $553
Round 0.50 "Very Good" M SI2 Excellent Excellent GIA $553
Princess 0.32 Excellent D VVS1 Excellent Good GIA $553
Round 0.30 "Very Good" F VS2 Excellent "Very Good" GIA $553
Round 0.36 Excellent G VS2 Excellent Excellent GIA $553
Round 0.40 Excellent F SI2 "Very Good" Excellent GIA $553
Princess 0.32 Excellent D VVS1 Excellent "Very Good" GIA $553
Round 0.34 Excellent H VVS2 Excellent Excellent GIA $553
Round 0.30 Excellent D VVS1 Excellent Excellent GIA $553
Round 0.36 Excellent D VS2 Excellent Excellent GIA $553
Round 0.36 Excellent G SI1 Excellent Excellent GIA $553
Pear 0.31 "Very Good" E VVS1 Excellent Excellent GIA $553
Round 0.31 Excellent F VS1 Excellent Excellent GIA $553
Round 0.31 Excellent F VS1 Excellent Excellent GIA $553
Round 0.31 Excellent H VVS1 Excellent Excellent GIA $553
Heart 0.31 Excellent E VS2 "Very Good" Good GIA $553
Round 0.42 Excellent L VVS2 Excellent Excellent GIA $553
Round 0.33 Excellent F SI2 Excellent Excellent GIA $553
Marquise 0.46 Excellent I VS2 Good Fair GIA $553
Emerald 0.35 "Very Good" H VVS2 Good Good GIA $553
Round 0.34 Excellent I VVS2 Excellent Excellent GIA $553
Round 0.40 Excellent E I1 Excellent Excellent GIA $553
Marquise 0.41 Good F SI1 "Very Good" Fair GIA $554
Heart 0.41 "Very Good" F SI1 Good Good GIA $554
Round 0.41 Excellent K VVS2 Excellent Excellent GIA $554
Pear 0.30 Excellent G VS2 Excellent Excellent GIA $554
Round 0.35 Excellent D SI1 Excellent Excellent GIA $554
Round 0.24 Excellent D VVS1 Excellent Excellent GIA $554
Round 0.24 Excellent D VVS1 Excellent Excellent GIA $554
Round 0.24 Excellent D VVS1 Excellent Excellent GIA $554
Round 0.24 Excellent D VVS1 Excellent Excellent GIA $554
Round 0.24 Excellent E VVS1 Excellent Excellent GIA $554
Round 0.36 Excellent D SI1 Excellent Excellent GIA $554
Round 0.37 Excellent D SI1 Excellent Excellent GIA $554
Round 0.34 Excellent E VS2 Excellent Excellent GIA $554
Round 0.30 Excellent F VS2 Excellent Excellent GIA $554
Round 0.30 Excellent F VS2 Excellent Excellent GIA $554
Round 0.35 Excellent I SI1 Excellent Excellent GIA $554
Round 0.30 Excellent D SI1 Excellent Excellent GIA $554
Round 0.30 Excellent D SI1 Excellent Excellent GIA $554
